Sentiment,Clean_Text,label,sequence
positive,the company still expects its turnover in to slightly increase from the level of adding that market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year,2,"[2, 13, 933, 228, 16, 298, 4, 6, 717, 94, 14, 2, 442, 3, 2596, 29, 51, 1, 11, 933, 1084, 2181, 9, 1, 934, 15, 2, 51, 115, 3, 2, 64, 185, 42, 190]"
positive,the acquisition will considerably increase kemira s sales and market position in the russian metal industry coatings market,2,"[2, 170, 12, 1281, 94, 400, 10, 27, 5, 51, 338, 4, 2, 284, 682, 122, 1177, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,in januaryseptember finnlines net sales rose to eur mn from eur mn in the corresponding period in,2,"[4, 841, 1085, 30, 27, 97, 6, 8, 17, 14, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,adjusted for changes in the group structure the division s net sales increased by,2,"[2597, 9, 718, 4, 2, 35, 683, 2, 282, 10, 30, 27, 88, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the change will optimize the operational efficiencies of our growing business said julia prohaska director of marketing communications for fiskars,2,"[2, 684, 12, 1, 2, 719, 1, 3, 86, 667, 42, 22, 1, 1, 264, 3, 422, 299, 9, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,they would invest not only in the physical infrastructure but would also provide knowhow for managing and developing science and technology parks said sunrise valley director andrius bagdonas,2,"[209, 111, 592, 102, 485, 4, 2, 2598, 486, 591, 111, 47, 320, 1508, 9, 525, 5, 588, 1178, 5, 80, 2599, 22, 3288, 2600, 264, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
positive,february finnish broadband data communication systems provider teleste oyj hel tltv saw its net profit jump to eur m for the last quarter of from eur for the same period of,2,"[245, 24, 645, 164, 720, 150, 263, 436, 44, 79, 1677, 1374, 16, 30, 31, 1, 6, 8, 36, 9, 2, 127, 45, 3, 14, 8, 9, 2, 136, 43, 3, 0, 0, 0, 0]"
positive,finnish aktia group s operating profit rose to eur mn in the first quarter of from eur mn in the first quarter of,2,"[24, 1086, 35, 10, 37, 31, 97, 6, 8, 17, 4, 2, 53, 45, 3, 14, 8, 17, 4, 2, 53, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish bank of land s consolidated net operating profit increased from eur mn in the first quarter of to eur mn in the first quarter of,2,"[24, 74, 3, 685, 10, 712, 30, 37, 31, 88, 14, 8, 17, 4, 2, 53, 45, 3, 6, 8, 17, 4, 2, 53, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish financial group aktia reports operating profit of eur mn in januaryseptember up from eur mn in the corresponding period in,2,"[24, 67, 35, 1086, 417, 37, 31, 3, 8, 17, 4, 841, 55, 14, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish high technology provider vaahto group reports net sales of eur mn in the accounting period september february an increase of from a year earlier,2,"[24, 319, 80, 263, 686, 35, 417, 30, 27, 3, 8, 17, 4, 2, 1087, 43, 171, 245, 34, 94, 3, 14, 7, 40, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,net sales of finnish food industry company lnnen tehtaat s continuing operations increased by in to eur mn from eur mn in,2,"[30, 27, 3, 24, 275, 122, 13, 1179, 1180, 10, 845, 63, 88, 20, 4, 6, 8, 17, 14, 8, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,an individual promotion also generated slightly higherthanexpected revenues,2,"[34, 1914, 3289, 47, 590, 717, 1, 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,biohit already services many current genesis customers and the customer base is expected to expand as a result of this agreement,2,"[798, 295, 48, 890, 363, 3290, 98, 5, 2, 311, 504, 11, 133, 6, 465, 21, 7, 128, 3, 54, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,both operating profit and turnover for the threemonth period increased respectively from eur m and eur m as compared to the corresponding period in,2,"[161, 37, 31, 5, 298, 9, 2, 1496, 43, 88, 528, 14, 8, 36, 5, 8, 36, 21, 61, 6, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,circulation revenue has increased by in finland and in sweden in,2,"[2601, 236, 18, 88, 20, 4, 33, 5, 4, 248, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,clothing chain seppl s net sales increased by to eur mn,2,"[753, 359, 3255, 10, 30, 27, 88, 20, 6, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,construction volumes meanwhile grow at a rate of percent annually,2,"[89, 843, 1674, 1181, 25, 7, 805, 3, 69, 1375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish and swedish construction markets are still experiencing an estimated annual growth in,2,"[24, 5, 250, 89, 154, 39, 933, 1, 34, 215, 159, 168, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,however biohit estimates its total net sales will continue to grow in and that favourable trends in net sales will lead to a profit in,2,"[187, 798, 613, 16, 66, 30, 27, 12, 312, 6, 1181, 4, 5, 29, 1678, 3291, 4, 30, 27, 12, 757, 6, 7, 31, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,in fiskars cash flow from operating activities amounted to eurm up from eurm in the previous year,2,"[4, 334, 237, 467, 14, 37, 529, 307, 6, 103, 55, 14, 103, 4, 2, 439, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,in lithuania operating profit rose to eur from eur in the corresponding period in,2,"[4, 891, 37, 31, 97, 6, 8, 14, 8, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,in the fourth quarter of net sales increased by to eur mn from eur mn in the fourth quarter of,2,"[4, 2, 378, 45, 3, 30, 27, 88, 20, 6, 8, 17, 14, 8, 17, 4, 2, 378, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,international sales rose by to eur mn,2,"[242, 27, 97, 20, 6, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,kalmar espana generated net sales of some mln euro mln in,1,"[1376, 1, 590, 30, 27, 3, 110, 38, 56, 38, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,net sales grew in the period to xac million us million from xac million in,2,"[30, 27, 336, 4, 2, 43, 6, 646, 28, 99, 28, 14, 646, 28, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,net sales increased to eurm in april to june from eurm a year earlier,2,"[30, 27, 88, 6, 103, 4, 254, 6, 318, 14, 103, 7, 40, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,net sales rose by yearonyear to eur m as the number of chargers delivered went up by to million pieces,2,"[30, 27, 97, 20, 333, 6, 8, 36, 21, 2, 155, 3, 1679, 379, 615, 55, 20, 6, 28, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,net sales totaled eur mn up from eur mn in the corresponding period in,2,"[30, 27, 231, 8, 17, 55, 14, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,nokia also noted the average selling price of handsets declined during the period though its mobile phone profit margin rose to more than percent from percent in the yearago quarter,2,"[65, 47, 1509, 2, 1158, 844, 148, 3, 1666, 806, 190, 2, 43, 3292, 16, 68, 274, 31, 435, 97, 6, 95, 87, 69, 14, 69, 4, 2, 2182, 45, 0, 0, 0, 0, 0]"
positive,operating profit increased by to eur mn from eur mn,2,"[37, 31, 88, 20, 6, 8, 17, 14, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit margin increased from to,2,"[37, 31, 435, 88, 14, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit rose to eur mn from eur mn in the corresponding period in,2,"[37, 31, 97, 6, 8, 17, 14, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit rose to eur mn from eur mn in the fourth quarter of,2,"[37, 31, 97, 6, 8, 17, 14, 8, 17, 4, 2, 378, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit was eur mn up from eur mn,2,"[37, 31, 32, 8, 17, 55, 14, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,ramirent s net sales in the second quarterended june were euro million about us million a percent increase compared with euro million for thesecond quarter last year,2,"[687, 10, 30, 27, 4, 2, 131, 1, 318, 77, 56, 28, 60, 99, 28, 7, 69, 94, 61, 19, 56, 28, 9, 1, 45, 127, 40, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,revenue grew by percent to xac million million from xac million,2,"[236, 336, 20, 69, 6, 646, 28, 28, 14, 646, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,ruukki announced that it has signed an agreement with aker solutions of norway to supply suction anchors in september from its kalajoki unit in finland,2,"[260, 153, 29, 26, 18, 143, 34, 91, 19, 1377, 84, 3, 761, 6, 208, 1, 1, 4, 171, 14, 16, 1, 114, 4, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,ruukki s delivery volumes and selling prices showed favourable development and the company s comparable net sales grew by yearonyear to eurm ceo sakari tamminen said,2,"[260, 10, 415, 843, 5, 844, 317, 1680, 1678, 115, 5, 2, 13, 10, 935, 30, 27, 336, 20, 333, 6, 103, 138, 1, 1, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,sanoma magazines net sales are estimated to grow in,2,"[437, 1915, 30, 27, 39, 215, 6, 1181, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the bank forecasts finland s gdp will grow by in and in,2,"[2, 74, 934, 33, 10, 1, 12, 1181, 20, 4, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the circuit s overall production rate on a weekly basis is now in excess of an average of tonnes per day with volumes in excess of tonnes per day being reached on individual days,2,"[2, 1075, 10, 936, 70, 805, 15, 7, 2602, 937, 11, 167, 4, 1505, 3, 34, 1158, 3, 482, 72, 364, 19, 843, 4, 1505, 3, 482, 72, 364, 423, 996, 15, 1914, 1361, 0]"
positive,the company s consolidated operating profit amounted to eur mn up from eur mn yearonyear,2,"[2, 13, 10, 712, 37, 31, 307, 6, 8, 17, 55, 14, 8, 17, 333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the department store division reported an increase in sales of per cent,2,"[2, 797, 438, 282, 205, 34, 94, 4, 27, 3, 72, 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the fair value of the company s investment properties grew to eur billion at the end of march from eur million a year ago,2,"[2, 669, 104, 3, 2, 13, 10, 92, 647, 336, 6, 8, 169, 25, 2, 146, 3, 211, 14, 8, 28, 7, 40, 560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the last quarter was the best quarter of in net sales and the operating margin rose to,2,"[2, 127, 45, 32, 2, 762, 45, 3, 4, 30, 27, 5, 2, 37, 435, 97, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the major breweries increased their domestic beer sales by per cent last year to million litres from million litres in,2,"[2, 339, 2603, 88, 96, 807, 523, 27, 20, 72, 380, 127, 40, 6, 28, 1378, 14, 28, 1378, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the transaction doubles tecnomens workforse and adds a fourth to their net sales,2,"[2, 229, 1, 1, 1, 5, 1916, 7, 378, 6, 96, 30, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit rose by to eur million,2,"[37, 31, 97, 20, 6, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,after this purchase cramo will become the second largest rental services provider in the latvian market,2,"[125, 54, 391, 508, 12, 621, 2, 131, 212, 468, 48, 263, 4, 2, 1917, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the priority for was to strengthen the company s balance sheet and increase cash flow ceo hannu krook said,2,"[2, 3293, 9, 32, 6, 794, 2, 13, 10, 1182, 1287, 5, 94, 237, 467, 138, 1510, 1, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the purchase of the operations is part of yit s strategy to expand its offering of building system services geographically,2,"[2, 391, 3, 2, 63, 11, 118, 3, 313, 10, 292, 6, 465, 16, 458, 3, 117, 165, 48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,october finnish fishing tackle company rapala vmc corp hel rapv said today its net profit rose to eur m for the first nine months of from eur m for the same period a year earlier,2,"[188, 24, 1004, 1918, 13, 509, 1183, 267, 79, 3294, 22, 62, 16, 30, 31, 97, 6, 8, 36, 9, 2, 53, 255, 176, 3, 14, 8, 36, 9, 2, 136, 43, 7, 40, 126]"
neutral,a structures bim building information modeling software from tekla a modelbased software provider has been adopted for the construction management and delivery of a university project in abu dhabi,1,"[7, 624, 2183, 117, 181, 2184, 147, 14, 648, 7, 1, 147, 263, 18, 57, 1, 9, 2, 89, 119, 5, 415, 3, 7, 1501, 132, 4, 1, 1, 0, 0, 0, 0, 0, 0]"
positive,according to finnish metso minerals the value of the company s orders has gone up to eur bn in months,2,"[76, 6, 24, 381, 1681, 2, 104, 3, 2, 13, 10, 266, 18, 2604, 55, 6, 8, 395, 4, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish aldata solution has signed a contract of supply its gold system to two french retail chains,2,"[24, 561, 201, 18, 143, 7, 64, 3, 208, 16, 1682, 165, 6, 124, 2185, 293, 3295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish bank of land reports its operating profit rose to eur mn in the second quarter of from eur mn in the corresponding period in,2,"[24, 74, 3, 685, 417, 16, 37, 31, 97, 6, 8, 17, 4, 2, 131, 45, 3, 14, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish financial group aktia s operating profit for increased to eur mn from eur mn in,2,"[24, 67, 35, 1086, 10, 37, 31, 9, 88, 6, 8, 17, 14, 8, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish forest machinery manufacturer ponsse s net sales grew to eur mn in the first quarter of from eur mn in the corresponding period in,2,"[24, 401, 239, 232, 1088, 10, 30, 27, 336, 6, 8, 17, 4, 2, 53, 45, 3, 14, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish kci konecranes has raised its net sales growth estimate for from over to over,2,"[24, 1919, 593, 18, 878, 16, 30, 27, 168, 1089, 9, 14, 121, 6, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing,2,"[24, 530, 29, 883, 5, 938, 1005, 1683, 9, 2, 3296, 5, 2605, 721, 5, 892, 1684, 1685, 13, 3297, 50, 143, 7, 64, 151, 49, 530, 12, 208, 3297, 1, 1005, 3298, 9, 184]"
positive,finnish pharmaceuticals company orion s net sales rose to eur mn in the first quarter of from eur mn in the first quarter of,2,"[24, 1006, 13, 1090, 10, 30, 27, 97, 6, 8, 17, 4, 2, 53, 45, 3, 14, 8, 17, 4, 2, 53, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish ponsse has signed an agreement with babcock africa for the distribution and support of ponsse forest machines harvester heads and information systems in south africa,2,"[24, 1088, 18, 143, 34, 91, 19, 1, 1003, 9, 2, 300, 5, 365, 3, 1088, 401, 688, 2606, 2607, 5, 181, 150, 4, 722, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,south african sappi will become the largest foreign forest industry company operating in finland as a result of the acquisition finnish mreal corporation s graphic papers business unit,2,"[722, 3299, 1686, 12, 621, 2, 212, 1288, 401, 122, 13, 37, 4, 33, 21, 7, 128, 3, 2, 170, 24, 390, 73, 10, 2608, 928, 42, 114, 0, 0, 0, 0, 0, 0, 0]"
positive,according to deputy md pekka silvennoinen the aim is double turnover over the next three years,2,"[76, 6, 1687, 2609, 2186, 1, 2, 510, 11, 1160, 298, 121, 2, 329, 310, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,according to hkscan finland the plan is to increase jrvisuomen portti s net sales to eur mn to eur mn,2,"[76, 6, 1007, 33, 2, 398, 11, 6, 94, 2610, 2611, 10, 30, 27, 6, 8, 17, 6, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,advertising and circulation revenues grew by and by respectively,2,"[1688, 5, 2601, 755, 336, 20, 5, 20, 528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,after the takeover cramo will become the second largest rental services provider in the latvian market,2,"[125, 2, 1289, 508, 12, 621, 2, 131, 212, 468, 48, 263, 4, 2, 1917, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,again the most significant sales increase of was in russia,2,"[1008, 2, 182, 288, 27, 94, 3, 32, 4, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,alma media expects its net sales to increase as forecast previously,2,"[350, 144, 228, 16, 30, 27, 6, 94, 21, 1290, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,also lemminkinen s profit for accounting period went up to eur mn from eur mn a year ago,2,"[47, 1689, 10, 31, 9, 1087, 43, 615, 55, 6, 8, 17, 14, 8, 17, 7, 40, 560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,at the end of march the group s order book was at eur mn up from the corresponding period in,2,"[25, 2, 146, 3, 211, 2, 35, 10, 105, 1079, 32, 25, 8, 17, 55, 14, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,at the same time profit of the company increased by in h and reached ls,2,"[25, 2, 136, 233, 31, 3, 2, 13, 88, 20, 4, 1920, 5, 996, 1511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,aviation systems maintenance is based in kansas and generated net sales of usd million for,1,"[1921, 150, 352, 11, 178, 4, 3300, 5, 590, 30, 27, 3, 120, 28, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment paavel said,2,"[1922, 75, 50, 88, 2, 46, 3, 689, 4, 808, 1, 5, 39, 458, 7, 155, 3, 41, 1, 4, 2, 1, 71, 5, 1, 1, 649, 1, 22, 0, 0, 0, 0, 0, 0]"
positive,both operating profit and net sales for the month period increased respectively from eur m and eur m as compared to the financial year,2,"[161, 37, 31, 5, 30, 27, 9, 2, 416, 43, 88, 528, 14, 8, 36, 5, 8, 36, 21, 61, 6, 2, 67, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,both operating profit and net sales for the month period increased respectively from eur m and eur m as compared to the financial year,2,"[161, 37, 31, 5, 30, 27, 9, 2, 416, 43, 88, 528, 14, 8, 36, 5, 8, 36, 21, 61, 6, 2, 67, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
